Label,a,all,and,are,at,babi,back,be,better,but,can,come,cri,day,do,don,down,feel,for,from,get,girl,go,gonna,good,got,have,he,her,hey,hi,home,i,if,in,is,it,just,know,let,like,littl,ll,long,look,love,m,make,man,me,my,need,never,nine,no,not,noth,now,number,of,oh,on,one,onli,out,re,right,s,said,say,see,she,so,t,take,tell,that,the,there,they,thing,time,to,up,ve,wa,want,way,we,well,what,when,where,whi,will,with,ye,yeah,you,your
Lennon,0.27866151586970106,0.0,0.0766374662214609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39860785151925543,0.0,0.0,0.0,0.0,0.07910770655224943,0.0,0.0,0.0,0.0,0.0,0.12372215807841562,0.10451407708715979,0.0,0.0,0.0963388193180256,0.0,0.0,0.0,0.07830775556728982,0.0,0.0,0.0,0.09424743927247023,0.0,0.0,0.0,0.0,0.0,0.0,0.19540968467343617,0.0,0.0,0.0,0.0,0.0,0.1478347259361664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16500781172839468,0.0,0.0,0.0,0.0,0.10451407708715979,0.11464586684522939,0.4286840570723549,0.0,0.0,0.05697621109110698,0.0,0.0,0.0,0.38706434269503426,0.11973294184813124,0.0,0.09965196287981386,0.0,0.0,0.09583221233331515,0.0985186383013258,0.0,0.0,0.0,0.12150389744883573,0.0,0.0,0.1445082289770384,0.0,0.34393760053568817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23566344060692762,0.0,0.0
Lennon,0.07397978853122779,0.0,0.06781971701328433,0.23864786616026637,0.0,0.0,0.0,0.04775629738513897,0.0,0.0,0.0,0.27746670713798466,0.0,0.1322793195458242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10304202238576424,0.0,0.0,0.0,0.0,0.0,0.25341976115134474,0.08340352279151572,0.0,0.0,0.2282736358136517,0.06324423380793963,0.09355160809785137,0.0,0.0,0.2161648837982926,0.0,0.0,0.0,0.0,0.11774264984021174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047361806499340554,0.0,0.0,0.0,0.0,0.2845204135018655,0.0,0.0,0.07563096817792408,0.0,0.0,0.2283530104509913,0.0,0.15893507380273417,0.2560805382434088,0.0,0.0,0.0426800897072348,0.31802233171539784,0.0,0.0,0.0,0.0,0.1290286907530917,0.28821984506439013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293096193087044,0.0,0.0,0.0,0.40691830207970603,0.1099170277579663
Lennon,0.1052699307727025,0.08965352929720456,0.0,0.09055606438287278,0.0,0.0,0.0,0.08154609067429956,0.0,0.0,0.37537683626996865,0.0,0.0,0.0,0.03281152646239367,0.0,0.0,0.03997628428844238,0.0,0.0,0.0,0.0,0.06900599890135732,0.0,0.0,0.11844681486139659,0.0,0.0,0.0,0.0,0.0,0.0,0.23665849894791652,0.0,0.0,0.08654519698144625,0.07120768992268431,0.11844681486139659,0.057198985072286226,0.0,0.10799245978256525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12466996645295948,0.0,0.0,0.1312461058495747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06498722442756653,0.0,0.09046300103713213,0.0,0.0,0.0,0.0,0.018101262254742352,0.0,0.0,0.0,0.0,0.11016123413926968,0.0,0.0,0.0,0.3120240625877315,0.0,0.0,0.26363647054212386,0.0,0.0,0.0,0.0,0.0,0.0,0.2229738698669309,0.035610621008676666,0.6562300864322403,0.0
Lennon,0.22514404626460688,0.0,0.27519598362456554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11150416834169764,0.14073658582752233,0.0,0.13418935915226113,0.11695837196239418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076469388954219,0.0,0.0,0.0,0.6415744527490727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14813083369403138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08659273280266358,0.2580915174678594,0.0,0.0,0.0,0.0,0.06544589654626491,0.0,0.0,0.12972794566387852,0.0,0.0,0.13575728804009865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06879899590614139,0.0
Lennon,0.12989621429732565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036545935883712,0.0,0.0,0.0,0.04609441480827669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18251320004782307,0.0,0.21798527680177252,0.0,0.0,0.06089817835102899,0.2646742842899924,0.20040528436738736,0.0,0.0,0.10754907066696036,0.22772231569986764,0.0,0.1827404512496384,0.1395317884514274,0.0,0.0,0.10336826300282809,0.0,0.0,0.12651653749801775,0.0,0.0,0.19490005353518752,0.0,0.0,0.0,0.0,0.3036545935883712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15802143476651495,0.0,0.0,0.0,0.0,0.0,0.18269453505308697,0.0,0.11167887276239262,0.0,0.0,0.0,0.0,0.2548720555571572,0.0,0.05676155053261242,0.0,0.18047685929718796,0.0,0.058743584625890376,0.0,0.0,0.0,0.0,0.0,0.0,0.15965417347747654,0.0,0.0,0.44655057159748546,0.144747025600246
Lennon,0.09646710708251278,0.03423190485781031,0.04421729254243947,0.0,0.047602034896992954,0.0,0.0,0.031136286985815675,0.11707691273630075,0.0,0.10749602591568083,0.0,0.0,0.04312192403078626,0.0,0.0,0.046375607685164605,0.09158352411052752,0.03423190485781031,0.05108211818695608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5307208497214546,0.0,0.0,0.04961016539640141,0.0,0.06777149167983072,0.039522260989502636,0.026981039123427735,0.0,0.0,0.045225883786511746,0.0,0.0,0.04123415595143723,0.0,0.19967763827409715,0.0,0.0,0.0,0.0,0.0782361556950961,0.14674840841236234,0.0,0.11857768504538704,0.04961016539640141,0.0,0.0,0.046375607685164605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045225883786511746,0.0,0.0,0.2131575291482215,0.0,0.024655047178508187,0.15559431648130395,0.0,0.03722056177291486,0.0,0.0,0.0,0.04312192403078626,0.0,0.0,0.020734510693599665,0.0426315058296443,0.0,0.0,0.04035829553071852,0.063093370372069,0.04697859917069692,0.0,0.0,0.0,0.0,0.0,0.6039770200275846,0.0,0.0,0.0,0.0,0.0,0.039522260989502636,0.0,0.0,0.331629694068296,0.0
Lennon,0.0287576332302388,0.0,0.02636307275768107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021363629396475597,0.0,0.0,0.0,0.04481725393014469,0.40734239400173405,0.47004822407450103,0.0,0.02040962136101607,0.030455994045466495,0.0,0.0,0.0,0.03361019086744482,0.06384011142278367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026937647593221967,0.023563818182994405,0.016086536659974393,0.0,0.06484170788176397,0.0,0.01953201904115401,0.5028326593352753,0.04916895589687927,0.0,0.0,0.0,0.0,0.10114195594139094,0.020593897561226735,0.0,0.0,0.41192331124449955,0.0,0.0,0.0,0.0,0.02764989553379418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440992266987325,0.0,0.0,0.0,0.24410658225517842,0.0,0.2986330594780306,0.0,0.0,0.04977217657967177,0.024724508561243846,0.0,0.0,0.0,0.0481245512909293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030455994045466495,0.04864053631229865,0.02636307275768107,0.0
Lennon,0.08844137474527249,0.0,0.040538565509405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6634119267580451,0.0,0.0,0.0,0.0,0.0,0.0,0.06276785564191409,0.0,0.0,0.0,0.0483121926311219,0.0,0.0,0.08292649084475563,0.0,0.0,0.0,0.041061566937224334,0.0,0.0,0.0,0.0,0.03298174565126977,0.08078888395085661,0.299121788290866,0.0,0.0,0.18193107937797606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11954529327357612,0.0,0.046919670109735315,0.05435621424075568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229718692897747,0.5256145353119182,0.0,0.0,0.05668975498304874,0.0,0.0,0.2260383184303133,0.0,0.0,0.0,0.0,0.042223053084054336,0.0,0.18449353019900666,0.0,0.0,0.050691921446868134,0.0,0.0,0.0,0.0,0.0385628122840914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04339616388139143,0.0,0.0,0.0,0.0,0.0,0.04986311941790393,0.054051420679206666,0.08760242255198636
Lennon,0.0675100465350447,0.0958253050112633,0.06188869071486655,0.04839498544079597,0.0,0.0,0.04629121332390339,0.0,0.0,0.0,0.0,0.0,0.04915774732855876,0.0804740789834609,0.0,0.07083389279403819,0.043273049610419764,0.042728263629844714,0.0,0.0,0.0,0.7691087453372049,0.03687819623033873,0.0,0.04995599902640498,0.0,0.0,0.04501957113315403,0.0777985453665621,0.0,0.09258242664780678,0.0,0.08431671354886615,0.03687819623033873,0.0,0.030834331390400475,0.10147953139868107,0.0,0.030568290137895478,0.0,0.0,0.0,0.0,0.0,0.043835700576532015,0.0,0.0,0.036501053201351726,0.045643615070153354,0.04775365408841437,0.02766119035297958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11525301974983258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138033651691959,0.04839498544079597,0.036501053201351726,0.0,0.3820353039398568,0.06446033401823707,0.051930126673072,0.0,0.0,0.051930126673072,0.09673679275354738,0.07955886116930563,0.04766469152309568,0.0,0.07531659904270928,0.1766171495628202,0.0,0.03933370897771011,0.0777985453665621,0.041687986522543914,0.0,0.0,0.0,0.0,0.19875383336225871,0.0,0.0507932049227253,0.07866741795542022,0.0,0.0,0.0,0.1237773814297331,0.0
Lennon,0.23998279429732364,0.05677284503390859,0.036666693071246974,0.0,0.0,0.0,0.08227734459579336,0.1032776647001987,0.0,0.0,0.17827974360239404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05677284503390859,0.0,0.0,0.0,0.06554678180682029,0.0,0.0,0.0,0.0,0.08001714584060522,0.0,0.0,0.0,0.0,0.14986332821530557,0.0,0.04474744713654742,0.05480450234556403,0.0,0.0,0.10866328880954639,0.0,0.0,0.0,0.0,0.0,0.38956475570180815,0.0,0.0,0.12975290629533942,0.24337893799289725,0.08487666602404534,0.0,0.0,0.0,0.0,0.0,0.0,0.09905305724681468,0.0,0.0,0.0,0.18700026084864843,0.11885316240159603,0.0,0.0,0.0,0.07070339451111061,0.0,0.16355936703882118,0.0,0.0,0.06172946537407167,0.0,0.0,0.0,0.0,0.07500611205827681,0.04614993451659286,0.30948948082676386,0.07070339451111061,0.0,0.0,0.0,0.13951858278328558,0.0,0.0,0.06913901436744993,0.0,0.0,0.0723523758913874,0.2504205791680076,0.0,0.0,0.17758216522703382,0.0,0.0,0.0,0.0,0.4059058590423833,0.33000023764122277,0.0
Lennon,0.07039010235657936,0.0,0.025811573226350793,0.0,0.0,0.0,0.0,0.0,0.0,0.08445475898959713,0.0,0.0,0.0,0.02517215857830921,0.0658195561413556,0.022156724309910225,0.027071476448569158,0.053461320288601434,0.03996532886163442,0.0,0.024335256095709624,0.0,0.06921263209110183,0.0,0.843812301389673,0.07920099653059239,0.0,0.0,0.0,0.0,0.057919259333735006,0.03177606069348544,0.052748256607947915,0.0,0.07875008023037233,0.05786956663957472,0.14284183181584428,0.0,0.038246842041001185,0.0,0.024070185544394523,0.0,0.0,0.0,0.0,0.0,0.020163085684414266,0.0,0.0,0.0,0.0,0.028959629666867503,0.0,0.0,0.0,0.0,0.2789141890109507,0.05557479161745406,0.0,0.018025476814515887,0.0,0.02091671519538964,0.0,0.0,0.0,0.09954351984941827,0.0,0.15831455771292166,0.0,0.0913397517378048,0.04345454913619648,0.02172727456809824,0.0,0.016243657586623748,0.02517215857830921,0.0,0.016243657586623748,0.07262186040450973,0.024885879962354567,0.0,0.0,0.047117814795287136,0.1964286285076207,0.027423469028593026,0.07382111400592527,0.0,0.026079866232990658,0.0,0.0,0.0,0.024070185544394523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16777522597128014,0.04183343039077928
Lennon,0.0,0.0,0.06827222981515303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3171277580896329,0.0,0.0,0.0,0.0,0.0,0.8266310225941664,0.0,0.0,0.0,0.0,0.0,0.1531978291009135,0.0,0.06976020147834328,0.0,0.0,0.0,0.04198000763037954,0.0,0.0,0.0,0.0,0.0,0.12332222825368001,0.0,0.0,0.0,0.0,0.0,0.0,0.11852826291447746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2939933116019899,0.0,0.0,0.0,0.0,0.0,0.0,0.1432094080685772,0.0,0.0,0.03806779995539017,0.0,0.06039895812642865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09604328065673691,0.0,0.0,0.0,0.062313874708102276,0.06494480378116212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10240834472272954,0.1106504260143184
Lennon,0.40597680449846135,0.0,0.06202872555166648,0.07275673233614556,0.0,0.0,0.0,0.0,0.0,0.0,0.050265715108471366,0.0,0.0,0.0,0.3690711660767297,0.053245625878406116,0.19516933371489464,0.06423741657920301,0.0,0.0,0.0,0.06423741657920301,0.11088492031692103,0.0,0.0,0.0,0.0,0.06768215460732,0.0,0.0,0.27837573555573397,0.0,0.25352248805377114,0.0,0.07569886687564893,0.37084919857737725,0.07628186098540835,0.0,0.09191236998127794,0.0,0.05784393380511593,0.0,0.0,0.0,0.0,0.0,0.09690928152464955,0.0,0.06862033853850019,0.035896279303917304,0.0831713370416423,0.13918786777786699,0.0,0.0,0.06505644457163154,0.06768215460732,0.0,0.0,0.0,0.08663535108538664,0.052724452296675675,0.1507971453254141,0.0,0.0,0.0,0.0,0.0,0.069172989433093,0.0,0.0,0.0,0.10442719933044599,0.0,0.039035721285183324,0.0,0.0,0.07807144257036665,0.37812714417895493,0.0,0.0,0.0,0.0,0.059005593059660445,0.0,0.0,0.0,0.0,0.0,0.0,0.07060571905370654,0.0,0.04980088785028914,0.0,0.0,0.0,0.16632738047538154,0.14331762563595804,0.05722228408906515,0.06202872555166648,0.050265715108471366
Lennon,0.0,0.0,0.1547103122932358,0.10369588956960314,0.0,0.0,0.1487822085642767,0.0933785547221101,0.0,0.10847312026068401,0.1074611491403322,0.0,0.0,0.0862158664939897,0.11271758930254476,0.0,0.13908168375930735,0.18310762020092441,0.0,0.0,0.12502415222661903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49682969170970825,0.11852831431798637,0.10788914081263196,0.0,0.0,0.09042242075810025,0.06549864639072124,0.0,0.0412207776485506,0.0,0.0,0.0,0.0,0.0,0.17264887098044615,0.0,0.0,0.28138470108905245,0.20744362250100673,0.24797034760712783,0.14089007129936298,0.0,0.0,0.14469508878369602,0.0,0.2855195433249701,0.0,0.0,0.03757252976751492,0.1074611491403322,0.0,0.0,0.0,0.0,0.0,0.04929409583922318,0.0,0.0,0.0,0.0,0.2071786451765354,0.08345297501040752,0.0,0.0,0.027817658336802508,0.12436670064869985,0.0,0.0,0.0,0.0,0.021024299970051535,0.09392671419957532,0.12642045158290008,0.08334943481774602,0.0,0.1487822085642767,0.0,0.0,0.0,0.07097827515305032,0.0,0.0,0.0,0.0,0.0,0.0,0.2431162050322277,0.0
