Label,a,all,and,are,at,babi,back,be,better,but,can,come,cri,day,do,don,down,feel,for,from,get,girl,go,gonna,good,got,have,he,her,hey,hi,home,i,if,in,is,it,just,know,let,like,littl,ll,long,look,love,m,make,man,me,my,need,never,nine,no,not,noth,now,number,of,oh,on,one,onli,out,re,right,s,said,say,see,she,so,t,take,tell,that,the,there,they,thing,time,to,up,ve,wa,want,way,we,well,what,when,where,whi,will,with,ye,yeah,you,your
Lennon,0.10003859953574945,0.0,0.07336695219728503,0.12908389594971878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5612116514745041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022556354328829336,0.0,0.0,0.0,0.13683444528770733,0.0,0.0,0.0,0.0,0.028147238809747354,0.0,0.032453074153467786,0.0,0.12737327347910365,0.34430977085649306,0.0,0.0,0.0,0.0,0.0,0.594590374040637,0.0,0.0,0.12808927648332524,0.0,0.11890756370461937,0.0,0.0,0.03847405388844058,0.0,0.0,0.2454513468048203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06880691998187621,0.0,0.2118933061969712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04115750223336019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennon,0.0,0.24074695578499786,0.15548621405767607,0.0,0.0956504927888103,0.0,0.0,0.09384686600851253,0.0,0.0,0.0,0.09087590646807796,0.0,0.0,0.1888048159015853,0.0,0.0,0.0,0.06878484450999939,0.0,0.0,0.0,0.0,0.0,0.0,0.4089415791063508,0.0,0.0,0.0,0.0,0.0,0.10938037825280704,0.3404464005706855,0.0,0.027107556364917716,0.09960005976543856,0.0,0.18175181293615592,0.0,0.0,0.0,0.0,0.20061395002495694,0.05663681143013375,0.0,0.0,0.0,0.0,0.0,0.2056697448050779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21600017465478386,0.0,0.0,0.0,0.0,0.0,0.0495413151445895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05591433841257238,0.104158686171153,0.0,0.0,0.0,0.0,0.25355689019826133,0.0,0.0,0.0,0.22443197576186327,0.0,0.0,0.0,0.0,0.07133424475916031,0.0,0.0,0.08470298286184463,0.0,0.10264329640217232,0.28687599926039425,0.3776093769972133,0.036000029109130645
Lennon,0.0,0.36565120915640925,0.0,0.0,0.0,0.0,0.0,0.05820238986558189,0.0,0.019317359335684202,0.14352857377804298,0.0,0.0,0.0,0.020073232619994337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007205010662390002,0.35297390042549226,0.021781499952291356,0.0,0.008748210284421978,0.0,0.0,0.0,0.0,0.0,0.0,0.5617267526915818,0.0,0.010446082772959539,0.0,0.0,0.0,0.5299154995607797,0.0,0.0,0.012384131920119211,0.0,0.11164320324229442,0.0,0.0,0.0,0.010036616309997169,0.0,0.012077109906967554,0.0,0.0,0.011384307796715662,0.0,0.03950326975701273,0.0,0.010446082772959539,0.009939370504123407,0.0,0.0,0.052015825276511024,0.0,0.0,0.052015825276511024,0.005536939105399657,0.034152923390146986,0.0,0.0,0.010777270226120635,0.01684843953479011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014296697083151219,0.0,0.0,0.0,0.0,0.0,0.3129060620490379,0.0
Lennon,0.0,0.0,0.10291655268412372,0.0,0.0,0.0,0.0,0.2415675810459671,0.0,0.1683700675033724,0.33359860749401865,0.0,0.0,0.0,0.0,0.11779179645511625,0.14392009391672808,0.0,0.0,0.0,0.12937352528355622,0.0,0.0,0.0,0.0,0.07017604476699914,0.0,0.0,0.0,0.0,0.0,0.0,0.14021278188099676,0.0,0.04186590622139523,0.15382599248900863,0.0421883361035612,0.0,0.0,0.0,0.0,0.0,0.24786844539977068,0.0,0.07289569605883459,0.0,0.0,0.0,0.0,0.3176439120027563,0.04599861980250548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06069869181964351,0.11550871273445121,0.0,0.0,0.2590684770953774,0.0,0.14035208953399828,0.08635615903179246,0.0,0.06615040351025614,0.0,0.0,0.0,0.03263354826211031,0.0,0.19622759920306815,0.0,0.06932419819655061,0.0,0.0,0.0,0.0,0.11017122905722768,0.0,0.0,0.06540919973435605,0.0,0.0,0.0,0.5145827634206186,0.27799883957834887
Lennon,0.018967435149623884,0.48461060733990374,0.12171652243107267,0.0,0.48669649100787643,0.0,0.0,0.19590528529427642,0.0,0.0,0.0,0.0355693891419945,0.04143367242705239,0.0,0.17735848093584994,0.029851940642691494,0.0,0.07202888557048238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19543746444254181,0.09325076017594715,0.0,0.15593630576250683,0.04276711088814456,0.071138778283989,0.0,0.0,0.0,0.0,0.25126891148449865,0.0,0.0369478700103736,0.026683746535959535,0.0,0.06153140710370139,0.0,0.04025020201738651,0.023314833618542457,0.07803510426520799,0.0,0.0,0.0,0.0,0.04697292850186365,0.0,0.0,0.0,0.0,0.02818126595426257,0.0,0.0,0.0,0.033528954961319565,0.04355401345280962,0.0,0.0,0.0,0.0,0.0,0.0,0.04377043242616962,0.0,0.0,0.0,0.016307340349851835,0.23470268472923694,0.0,0.0,0.412634477924396,0.08270310624323723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027920662468221318,0.0,0.0,0.03315326884754611,0.0,0.0,0.0,0.1912688209631142,0.0
Lennon,0.0,0.0,0.12524718215270178,0.0,0.0,0.0,0.0,0.0587964871274184,0.0,0.0341504451319596,0.1353273905540772,0.0,0.09948294692874349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6398845244415906,0.037316108220841644,0.02547494375658345,0.0,0.17969797157071316,0.0,0.1237250993282994,0.0,0.0,0.0,0.1508252245203758,0.0,0.0,0.1922043776233344,0.13045154297417982,0.03693448678804399,0.0,0.19328282899453947,0.02798965454497789,0.0,0.26613737880779004,0.0,0.0,0.045554158288213645,0.0,0.04494486502733921,0.0,0.1457769968906926,0.0,0.0,0.0,0.14052270197378192,0.0,0.08050358685597395,0.0,0.11639394934256594,0.0,0.11080346036413195,0.0,0.0,0.0,0.10509354713288106,0.0,0.08540270376783006,0.18391370748254188,0.0391541994601003,0.0,0.0,0.09793930824464354,0.0381054748875073,0.11914293250819401,0.0,0.0398007790774706,0.0,0.08436602521814543,0.0,0.0,0.0,0.0,0.0,0.0,0.2055854055270202,0.0,0.0,0.0,0.0,0.31311795538175446,0.0
Lennon,0.0,0.08544804562382723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13150284580888758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8248551951232906,0.20360240087516296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33875718957807627,0.0,0.09764467722488063,0.0,0.12774672867793152,0.07399698821766187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08944214824324913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31053897054698143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05518654667659306,0.0
Lennon,0.23701413696581733,0.13456931601989597,0.30419016900187784,0.0,0.18712874155999612,0.0,0.0,0.24480021549980563,0.0,0.0,0.0,0.0,0.0,0.08475847088247623,0.0,0.07460504693827971,0.0,0.0,0.13456931601989597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08285562430039653,0.094832772421421,0.0,0.0,0.19502291948864364,0.0,0.0,0.0,0.10606537951735749,0.12990373110680792,0.0,0.0,0.0,0.0,0.0,0.0,0.07849543669458617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24277804336453004,0.0,0.21128924525842904,0.0,0.0,0.0,0.0,0.0,0.0484608269541437,0.0,0.0,0.0,0.0,0.0,0.054694855599993625,0.0,0.0,0.0,0.44830280800881894,0.16758905483708478,0.0,0.0,0.07932640979017105,0.08267561827313005,0.0,0.0,0.0,0.0,0.09751145974432182,0.0,0.0,0.08104796075606951,0.06977845624584184,0.0,0.0,0.4971337458023791,0.0,0.0,0.0,0.0,0.0
Lennon,0.014256263321848563,0.0,0.026138375449573304,0.0,0.0,0.0,0.0,0.055217217917161034,0.0,0.0,0.042363086523586176,0.5079571856871208,0.0,0.0,0.022217634124301316,0.0,0.054828460797933486,0.027069098994453592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3208150646444973,0.0,0.6274550082695146,0.0,0.0,0.11730515865501964,0.0,0.026708053078326542,0.0,0.01594942815530587,0.03906817164700084,0.0,0.026734588720374777,0.038731088115451194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30252771352105606,0.0,0.0,0.0,0.0,0.027414230398966743,0.0,0.0,0.08441764220007901,0.0,0.0,0.04443526824860263,0.0,0.18714212104262343,0.0,0.0,0.0,0.13094390034467074,0.014574453631693029,0.0,0.046248105519508,0.02200236518621568,0.0,0.020418371992261847,0.0,0.0,0.026734588720374777,0.0,0.0,0.0,0.0,0.030659065930707174,0.0,0.06216113305977417,0.027770679582883016,0.0,0.0,0.0,0.0,0.0,0.0,0.024374939930355624,0.0,0.0,0.0,0.0,0.0,0.0,0.21701683841959107,0.07841512634871992,0.0
Lennon,0.06092641048240079,0.0,0.044682603176757645,0.0,0.04810296409865081,0.3698154075486674,0.1503966801096969,0.0,0.2070406538095095,0.0,0.12673177524837967,0.0,0.7453125590968638,0.0,0.0,0.0,0.0,0.0,0.12107247786537269,0.0774295038819467,0.0,0.0,0.0,0.0,0.0,0.0,0.02129871172043036,0.0,0.0,0.0,0.0,0.0,0.034242334789272265,0.0,0.06816241990006419,0.0,0.0,0.0,0.11586642893547673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138354048190006,0.0,0.09050302360525707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062408069474247145,0.0,0.018104539321197096,0.0,0.0,0.023431815429318006,0.0,0.0,0.09965799586884805,0.0,0.0,0.0,0.1316428536508917,0.10471339525355454,0.0,0.15251497731182972,0.0,0.0,0.18857435046422555,0.0,0.0,0.0,0.0,0.08500975883175209,0.0,0.0,0.105317349488338,0.0,0.0,0.0,0.0,0.0,0.0,0.08115164699360948,0.0,0.0,0.03993816452572804,0.0,0.0,0.07819455555932588,0.12673177524837967
