Label,a,all,and,are,at,baby,back,be,better,but,can,come,cry,day,do,don,down,for,from,get,girl,go,gonna,good,got,have,he,her,hey,his,home,how,i,if,in,is,it,just,know,let,like,little,ll,long,love,m,make,man,me,my,need,never,nine,no,not,nothing,now,number,of,oh,on,one,only,out,re,right,s,said,say,see,she,so,t,take,tell,that,the,there,they,thing,this,time,to,up,ve,wa,want,way,we,well,what,when,where,why,will,with,yeah,yes,you,your
Lennon,0.13641121566390707,0.0,0.07304256523809795,0.12851316033602514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5587302925570362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02245662295152747,0.0,0.0,0.0,0.136229441150428,0.0,0.0,0.0,0.028788776314912883,0.0,0.03369134527169262,0.0,0.12681010126561867,0.3427874287632001,0.0,0.0,0.0,0.0,0.0,0.5919614333851999,0.0,0.0,0.12752293851154786,0.0,0.11838182204765692,0.0,0.0,0.038303943491665327,0.0,0.0,0.24436610046932736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850269489312057,0.0,0.2109564344418995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04097552715333622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennon,0.0,0.23925376185318475,0.15452183604278288,0.0,0.09505723612667939,0.0,0.0,0.09645894822905003,0.0,0.0,0.0,0.09381228772956636,0.0,0.0,0.19528872929606092,0.0,0.0,0.0683582176723385,0.0,0.0,0.0,0.083247894146546,0.0,0.0,0.4064051853131392,0.0,0.0,0.0,0.0,0.0,0.10870196420377386,0.0,0.33833483700892747,0.0,0.026939426144793457,0.09898230655495646,0.0,0.18062452680583962,0.0,0.0,0.0,0.0,0.19936967454974866,0.05628553079661976,0.0,0.0,0.0,0.0,0.20439411158305387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21466046861774,0.0,0.0,0.0,0.0,0.0,0.04923404317553497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05556753880072782,0.1035126588200313,0.0,0.0,0.0,0.0,0.0,0.2519842447266751,0.0,0.0,0.0,0.22578065850729953,0.0,0.0,0.0,0.0,0.07089180568009684,0.0,0.0,0.08417762635379089,0.0,0.28509669742091015,0.10200666801021917,0.3752673161039013,0.03611365753090208
Lennon,0.0,0.3608394463431139,0.0,0.0,0.0,0.0,0.0,0.05940357590083326,0.0,0.01924432284085359,0.14163981903949352,0.0,0.0,0.0,0.02061723648033499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028690008250149942,0.0,0.0,0.007110196802879818,0.3483289638148637,0.021494867749624696,0.0,0.008708224095371593,0.0,0.0,0.0,0.0,0.0,0.5694872040747686,0.0,0.010749479303353543,0.0,0.0,0.0,0.5305448587021705,0.0,0.0,0.01222116375823168,0.0,0.11017404192061353,0.0,0.0,0.0,0.009904540123942221,0.0,0.011918181980880566,0.0,0.0,0.011234496754007164,0.0,0.038983429101052916,0.0,0.010524037260153607,0.009808574017795236,0.0,0.0,0.051331326476832986,0.0,0.0,0.051331326476832986,0.0054640761228094735,0.03370349026202149,0.0,0.0,0.0,0.010635447454024453,0.01662672361320846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014108560646965584,0.0,0.0,0.0,0.0,0.0,0.3087883954976381,0.0
Lennon,0.0,0.0,0.10271541223129864,0.0,0.0,0.0,0.0,0.24935254816243488,0.0,0.1696380027135061,0.33294662126611696,0.0,0.0,0.0,0.0,0.11756158377639603,0.14363881600655665,0.0,0.0,0.1320422378832919,0.0,0.0,0.0,0.0,0.07003889247172909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13993874955379698,0.0,0.041784083355046894,0.15352535445772447,0.04210588307917889,0.0,0.0,0.0,0.0,0.0,0.2473840104857702,0.0,0.0,0.0,0.0,0.0,0.3170231076847817,0.04590871994699049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06184600262144255,0.11528296212214728,0.0,0.0,0.2585621528021842,0.0,0.14743741965658708,0.08618738426739474,0.0,0.06602111894164595,0.0,0.0,0.0,0.0,0.03256976914686074,0.0,0.19584409133061126,0.0,0.07003889247172909,0.0,0.0,0.0,0.0,0.10995591004077285,0.0,0.0,0.06528136377687042,0.0,0.0,0.0,0.5135770611564932,0.280068340805854
Lennon,0.018560284714659203,0.4847189970216343,0.12174374596874979,0.0,0.48680534722555036,0.0,0.0,0.20266000785129792,0.0,0.0,0.0,0.03695613389855596,0.04356375489384441,0.0,0.18463550829202072,0.029858617430810228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19548117666065734,0.09327161696294997,0.0,0.15597118301508,0.042776676327834676,0.07115468942877229,0.0,0.0,0.0,0.0,0.2513251111568378,0.0,0.02741926444050879,0.0,0.06417722623955308,0.0,0.040259204516548054,0.023320048294732453,0.07918731797673817,0.0,0.0,0.0,0.0,0.046983434629243356,0.0,0.0,0.0,0.0,0.028187569073511883,0.0,0.0,0.0,0.03353645416315702,0.04356375489384441,0.0,0.0,0.0,0.0,0.0,0.0,0.043780222272219255,0.0,0.0,0.0,0.016310987705901454,0.23475517914209915,0.0,0.0,0.0,0.4127267691764979,0.0827216039055419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027926907299995116,0.0,0.0,0.03316068402213017,0.0,0.0,0.0,0.1913116008080354,0.0
Lennon,0.0,0.0,0.12453844530246613,0.0,0.0,0.0,0.0,0.060466054715195734,0.0,0.0342799142199845,0.13456161277861417,0.0,0.10398216855664458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07827690144055358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6362636067125645,0.03710494737435452,0.02533078856612209,0.0,0.17868111376859921,0.0,0.1240956836845497,0.0,0.0,0.0,0.1499717490750574,0.0,0.19634082854196716,0.12971335618157656,0.03829609713740528,0.0,0.1921890984924096,0.02783126934811808,0.0,0.26463138590364443,0.0,0.0,0.04529638074699151,0.0,0.044690535296911374,0.0,0.14495208787607575,0.0,0.0,0.0,0.13972752546384593,0.0,0.08004804081014424,0.0,0.11573531032469996,0.0,0.11247881180629303,0.0,0.0,0.0,0.10449885375699146,0.0,0.08938107059382275,0.18287299407473506,0.038932637397610007,0.0,0.0,0.0973850985957994,0.0,0.037889847247952274,0.11846873780566772,0.0,0.039575558211695755,0.0,0.08491943506485658,0.0,0.0,0.0,0.0,0.0,0.0,0.20442205837410785,0.0,0.0,0.0,0.0,0.31134611325616535,0.0
Lennon,0.0,0.08506578903888522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13761402733049746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8211651595273031,0.20269157420994982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34646007124895295,0.0,0.10136507501759565,0.0,0.12717524658158358,0.07366595857496412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0890420238180767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091497571892497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05493966659041524,0.0
Lennon,0.2743073023114522,0.1326627562424369,0.29988044403581116,0.0,0.18447752698585,0.0,0.0,0.249597105211253,0.0,0.0,0.0,0.0,0.0,0.08355762438817158,0.0,0.07354805277426879,0.0,0.1326627562424369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09348919459230519,0.0,0.0,0.1922598612746544,0.0,0.0,0.0,0.0,0.10456265963774669,0.12806327270220783,0.0,0.0,0.0,0.0,0.0,0.0,0.07738332401732578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23933839704678705,0.0,0.20829572795200346,0.0,0.0,0.0,0.0,0.0,0.04777424054510291,0.0,0.0,0.0,0.0,0.0,0.05391994632048548,0.0,0.0,0.0,0.4419513147624298,0.16521467588841324,0.0,0.0,0.10049869639549752,0.07820252399904601,0.08150428135147396,0.0,0.0,0.0,0.0,0.0961299306373272,0.0,0.0,0.07989968426486882,0.06878984456268636,0.0,0.0,0.4900904224668852,0.0,0.0,0.0,0.0,0.0
Lennon,0.013809084585620524,0.0,0.02587967821304794,0.0,0.0,0.0,0.0,0.0565430952481043,0.0,0.0,0.04194380976189609,0.522420714410302,0.0,0.0,0.02289518893622541,0.0,0.05428581149217503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176398875636052,0.0,0.6212449483904501,0.0,0.0,0.11614416376332226,0.0,0.0,0.026443717617323413,0.0,0.01579157316558405,0.038681505380741256,0.0,0.02646999063030044,0.038681505380741256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995335303664365,0.0,0.0,0.0,0.0,0.027142905746087517,0.0,0.0,0.0835821422741835,0.0,0.0,0.04399548264974804,0.0,0.18528993441210304,0.0,0.0,0.0,0.12964791983416155,0.01443020706649773,0.0,0.04674725861982796,0.021784602950698142,0.0,0.02021628688490942,0.0,0.0,0.0278607140913945,0.0,0.0,0.0,0.0,0.030355626428660677,0.0,0.0,0.06154591068786844,0.027495827074226417,0.0,0.0,0.0,0.0,0.0,0.0,0.024133695802057754,0.0,0.0,0.0,0.0,0.0,0.21486897515674488,0.0,0.07763903463914382,0.0
Lennon,0.05784970035376098,0.0,0.04336657134928556,0.0,0.046686192754798114,0.3589232747716593,0.1459670631290673,0.0,0.2009427080627927,0.0,0.12299915812401163,0.0,0.7603784721824632,0.0,0.0,0.0,0.0,0.11750654340825446,0.07514898116730281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03323379904547573,0.0,0.06615483959702889,0.0,0.0,0.0,0.11343253328224905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14002173755411,0.0,0.08783744794316292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06056997142534206,0.0,0.017571308303430233,0.0,0.0,0.022741680730620006,0.0,0.0,0.09672277980933013,0.0,0.0,0.0,0.12776559107112465,0.10162928306852356,0.0,0.15336067641021078,0.0,0.0,0.18302029073153553,0.0,0.0,0.0,0.0,0.0,0.08250597569660775,0.0,0.0,0.10221544910524329,0.0,0.0,0.0,0.0,0.0,0.0,0.07876149640473505,0.0,0.0,0.038761870131268625,0.0,0.0,0.07589149986124973,0.1241574520455343
