Label,a,all,and,are,at,babi,back,be,better,but,can,come,cri,day,do,don,down,feel,for,from,get,girl,go,gonna,good,got,have,he,her,hey,hi,home,how,i,if,in,is,it,just,know,let,like,littl,ll,long,look,love,m,make,man,me,my,need,never,night,no,not,noth,now,of,oh,on,one,onli,out,pleas,re,s,said,say,see,she,so,t,take,tell,that,the,there,they,thing,time,to,up,ve,wa,want,way,we,well,what,when,where,whi,will,with,ye,yeah,you,your
Lennon,0.09946201271895828,0.0,0.07289638743270804,0.12978431219691153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555913892162966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022448090305692007,0.0,0.0,0.0,0.1368444266128108,0.0,0.0,0.0,0.0,0.027822761704537183,0.0,0.03242805303226,0.0,0.12669827201692097,0.3429219934757936,0.0,0.0,0.0,0.0,0.0,0.6012455463377389,0.0,0.12762326324098516,0.0,0.11867194269785379,0.0,0.0,0.038069782447370124,0.0,0.0,0.24407852700925578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06833369005744538,0.0,0.21294253113556394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040732496037491996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennon,0.0,0.2417976766104619,0.15555753750342,0.0,0.09660255028140668,0.0,0.0,0.09415999891953825,0.0,0.0,0.0,0.09053652397298477,0.0,0.0,0.19175734597010752,0.0,0.0,0.0,0.06908505046013196,0.0,0.0,0.0,0.0,0.0,0.0,0.40741435787843144,0.0,0.0,0.0,0.0,0.0,0.10902501853964655,0.0,0.34065689815251043,0.0,0.02737325262091127,0.09999482354537165,0.0,0.18107304794596954,0.0,0.0,0.0,0.0,0.19978844000340398,0.05645745081176775,0.0,0.0,0.0,0.0,0.0,0.20599488326617066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2170632572022602,0.0,0.0,0.0,0.0,0.0,0.04960498560739605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056042067725291245,0.10415782227960899,0.0,0.0,0.0,0.0,0.2535807789099745,0.0,0.0,0.0,0.22358590066849643,0.0,0.0,0.0,0.0,0.07167697359684971,0.0,0.0,0.08532793848492387,0.0,0.10229375365191232,0.28571509046206195,0.3777825910797343,0.03617720953371003
Lennon,0.0,0.3674370047673884,0.0,0.0,0.0,0.0,0.0,0.058426792817989695,0.0,0.019424797645079473,0.1443095730194886,0.0,0.0,0.0,0.020397682096522728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02949672496331723,0.0,0.0,0.007279393940352556,0.35455619038697894,0.021838181821057668,0.0,0.008786595283116925,0.0,0.0,0.0,0.0,0.0,0.0,0.5593810472189978,0.0,0.01051566389505345,0.0,0.0,0.0,0.5283440698838783,0.0,0.0,0.012345145617471857,0.0,0.11373247452797018,0.0,0.0,0.009998443823663217,0.0,0.012038230040043906,0.0,0.0,0.0,0.011476583870846,0.039574496678473306,0.0,0.01051566389505345,0.009998443823663217,0.0,0.0,0.052161612961710235,0.0,0.0,0.052161612961710235,0.005539756862969856,0.034429751612538,0.0,0.0,0.010854353371781035,0.01685874173368238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014257047749032034,0.0,0.0,0.0,0.0,0.0,0.31321150515958246,0.0
Lennon,0.0,0.0,0.10273661797605436,0.0,0.0,0.0,0.0,0.24183891464835455,0.0,0.16884567304946058,0.3345009120700317,0.0,0.0,0.0,0.0,0.11702837884211803,0.14307652577296512,0.0,0.0,0.0,0.13001502176466181,0.0,0.0,0.0,0.0,0.0697597332569152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13998996680036443,0.0,0.04218299350168816,0.15409498645384012,0.04218299350168816,0.0,0.0,0.0,0.0,0.0,0.2463039254586163,0.0,0.07247104181249484,0.0,0.0,0.0,0.0,0.31744421982061877,0.0460283386037629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06093669134899063,0.1158789575880963,0.0,0.0,0.25908746155411344,0.0,0.1412702020928385,0.08636248718470448,0.0,0.06650507814418807,0.0,0.0,0.0,0.032564624602256384,0.0,0.19723932287858478,0.0,0.068910499790319,0.0,0.0,0.0,0.0,0.11045634047693705,0.0,0.0,0.06574644095952825,0.0,0.0,0.0,0.5136830898802719,0.27875076005835975
Lennon,0.018902107741945753,0.4845098149683289,0.1212179821357467,0.0,0.4893030682691343,0.0,0.0,0.1956641081727002,0.0,0.0,0.0,0.0352752265230111,0.041107772124890626,0.0,0.1793119555214737,0.029588721032467888,0.0,0.07143574304425028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194668016748629,0.09341090868346594,0.0,0.15584163813243077,0.0426611336287829,0.0705504530460222,0.0,0.0,0.0,0.0,0.2490957564892425,0.0,0.0366462470101396,0.026437673290588937,0.0,0.06162740281652015,0.0,0.04013030239576934,0.02327503267172601,0.07740945589695443,0.0,0.0,0.0,0.0,0.04760950012289948,0.0,0.0,0.0,0.028191037280221886,0.0,0.0,0.0,0.0,0.03362945336712902,0.0,0.0,0.0,0.0,0.0,0.0,0.04367069878709867,0.0,0.0,0.0,0.0162329659404776,0.23540617356990312,0.0,0.0,0.41347997544470044,0.08233435363426812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027927088087313975,0.0,0.0,0.033245835235461325,0.0,0.0,0.0,0.1904854004990305,0.0
Lennon,0.0,0.0,0.12521253404129642,0.0,0.0,0.0,0.0,0.05894930927154945,0.0,0.03429740210278745,0.13589347097635532,0.0,0.09907896936583535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6398095499716113,0.037523547176455785,0.025705729923020212,0.0,0.17994010946114147,0.0,0.12411244515212917,0.0,0.0,0.0,0.15009418870582314,0.0,0.0,0.1911622026684469,0.13093841110123716,0.037133972726637036,0.0,0.19344609528496642,0.028049029780361685,0.0,0.2649770734735567,0.0,0.0,0.04598930525055072,0.0,0.04475054028177118,0.14614379629145677,0.0,0.0,0.0,0.14197035168442293,0.0,0.0,0.08105454048515721,0.11645787774275267,0.0,0.1114019181799111,0.0,0.0,0.0,0.10525619861290608,0.0,0.08608809758898835,0.18419834757258563,0.03912509610705419,0.0,0.0,0.09907896936583535,0.03832998715968841,0.11906657762967557,0.0,0.04006496728682357,0.0,0.08398620151978502,0.0,0.0,0.0,0.0,0.0,0.0,0.20476687372486074,0.0,0.0,0.0,0.0,0.31303133510324105,0.0
Lennon,0.0,0.08561861900030829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307561380059272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8261718603481766,0.20354563582187607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33637318479215056,0.0,0.09801262353919422,0.0,0.12764698953616105,0.07403352764704876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08967041925658088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30980417936199495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05508167705675641,0.0
Lennon,0.23630906015747571,0.1346046936791122,0.30308691309718794,0.0,0.18821954391932774,0.0,0.0,0.244613998290975,0.0,0.0,0.0,0.0,0.0,0.08507073395013597,0.0,0.0739820442661858,0.0,0.0,0.1346046936791122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08312609562803645,0.09541780874937851,0.0,0.0,0.19637174036158556,0.0,0.0,0.0,0.0,0.10666760057344189,0.12988601251331577,0.0,0.0,0.0,0.0,0.0,0.0,0.07785320149054578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242573280522073,0.0,0.2114620532958989,0.0,0.0,0.0,0.0,0.0,0.04832495487930169,0.0,0.0,0.0,0.0,0.0,0.054595931457415335,0.0,0.0,0.0,0.4464683700955854,0.1681705474815555,0.0,0.0,0.07952638910816089,0.0823457531471433,0.0,0.0,0.0,0.0,0.09677521692312531,0.0,0.0,0.08128122726622182,0.0698273867543712,0.0,0.0,0.49875657376821875,0.0,0.0,0.0,0.0,0.0
Lennon,0.014348189959052213,0.0,0.026289715681919797,0.0,0.0,0.0,0.0,0.05569668136798188,0.0,0.0,0.04279843957737473,0.5087568804654653,0.0,0.0,0.022685318438870086,0.0,0.054918702660693465,0.02711268037030659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3213201350308202,0.0,0.6372925900303086,0.0,0.0,0.11923279756688479,0.0,0.0,0.02686697667788301,0.0,0.016191581847138432,0.039432029802898165,0.0,0.026776677919235017,0.0390881103152326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30462063265619443,0.0,0.0,0.0,0.0,0.027459351330346733,0.0,0.0,0.08456270697379571,0.0,0.044479148358061806,0.0,0.18743674543464514,0.0,0.0,0.03339520693281417,0.0,0.014670948966340608,0.0,0.046780057248972065,0.022239574179030903,0.0,0.02061894377857494,0.0,0.0,0.02711268037030659,0.0,0.0,0.0,0.0,0.03120403985067153,0.0,0.06249826539072799,0.027817390555922538,0.0,0.0,0.0,0.0,0.0,0.0,0.024676127274668745,0.0,0.0,0.0,0.0,0.0,0.0,0.21729039149597032,0.07886914704575938,0.0
Lennon,0.061024726488659774,0.0,0.044725438219937276,0.0,0.04860603389410034,0.3688930478559655,0.14994806732367122,0.0,0.210701887551808,0.0,0.12741914860083672,0.0,0.7432032064610211,0.0,0.0,0.0,0.0,0.0,0.12166165417586204,0.07839028810166314,0.0,0.0,0.0,0.0,0.0,0.0,0.021466579598728195,0.0,0.0,0.0,0.0,0.0,0.0,0.0342806285954688,0.0,0.06886491302807095,0.0,0.0,0.0,0.11637278802602623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1392731867101415,0.0,0.0906913944587356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06264240604000451,0.0,0.018202735514405245,0.0,0.0,0.023357641755129308,0.0,0.0,0.0998359403442591,0.0,0.0,0.0,0.13113542893455438,0.10523407410943186,0.0,0.15561294851695145,0.0,0.0,0.18866701811823722,0.0,0.0,0.0,0.0,0.08506025219614322,0.0,0.0,0.10612657403993711,0.0,0.0,0.0,0.0,0.0,0.0,0.08092517272611802,0.0,0.0,0.04020980257008379,0.0,0.0,0.07826951688489024,0.12741914860083672
